Employeeid,Age,Experience,EducationField,City,Department,Job_Title,Gender,NumCompaniesWorked,Attrition,Attrition_num
123038,34,1,Ph.D/Doctorate,Bangalore,Accounting,Engineer  ,Male,4,No,0
123039,24,1,Other degrees,Hyderabad,Marketing,Associate Engineer ,Male,1,No,0
123040,24,1,B.Tech/B.E.,Chennai,Business Development,Associate Engineer  ,Male,3,No,0
123041,25,0,M.Tech/M.E.,Hyderabad,Training,Associate Engineer ,Female,2,Yes,1
123042,64,1,M.Tech/M.E.,Ahmedabad,Support,Senior Lead Engineer ,Male,1,No,0
123043,30,7,Other degrees,Bangalore,Sales,Senior Engineer ,Male,1,No,0
123079,23,1,Other degrees,Ahmedabad,Training,Engineer ,Male,1,No,0
123081,65,0,Other degrees,Kolkata,Legal,Lead Engineer ,Male,3,Yes,1
123082,22,0,MBA/PGDM,Delhi,Support,Associate Engineer ,Male,5,Yes,1
123083,25,1,B.Tech/B.E.,Bangalore,Support,Engineer ,Female,4,No,0
123085,23,0,MBA/PGDM,Kolkata,Training,Associate Engineer  ,Male,4,Yes,1
123086,29,1,Ph.D/Doctorate,Chennai,Training,Engineer  ,Male,5,No,0
123087,23,0,B.Tech/B.E.,Chennai,Training,Engineer  ,Male,1,Yes,1
123088,25,1,MBA/PGDM,Chennai,Human Resources,Engineer  ,Male,7,No,0
123089,33,1,Ph.D/Doctorate,Delhi,Human Resources,Lead Engineer ,Female,2,No,0
123091,24,1,M.Tech/M.E.,Chennai,Training,Associate Engineer ,Male,2,No,0
123092,48,0,Other degrees,Chennai,Sales,Lead Engineer ,Female,3,Yes,1
123094,25,1,Ph.D/Doctorate,Hyderabad,Human Resources,Associate Engineer ,Male,6,No,0
123095,33,1,Other degrees,Mumbai,Legal,Engineer  ,Male,3,No,0
123096,24,1,MBA/PGDM,Chennai,Training,Associate Engineer  ,Male,2,No,0
123097,57,0,Other degrees,Bangalore,Sales,Senior Engineer  ,Female,6,Yes,1
123136,24,1,Ph.D/Doctorate,Delhi,Accounting,Senior Engineer ,Male,4,No,0
123148,33,1,B.Tech/B.E.,Chennai,Sales,Senior Engineer ,Female,5,No,0
123149,48,1,MBA/PGDM,Ahmedabad,Business Development,Lead Engineer ,Male,1,No,0
123150,30,1,M.Tech/M.E.,Kolkata,Training,Associate Engineer ,Male,4,No,0
123151,24,1,MBA/PGDM,Kolkata,Training,Engineer ,Male,3,No,0
123152,66,1,B.Tech/B.E.,Bangalore,Support,Senior Lead Engineer ,Male,7,No,0
123153,40,1,Other degrees,Hyderabad,Accounting,Lead Engineer ,Male,1,No,0
123154,65,4,MBA/PGDM,Chennai,Services,Technical Manager ,Male,1,No,0
123156,27,1,Other degrees,Delhi,Human Resources,Engineer ,Male,6,No,0
123157,26,0,B.Tech/B.E.,Delhi,Sales,Engineer ,Male,3,Yes,1
123158,28,1,MBA/PGDM,Kolkata,Human Resources,Senior Engineer ,Male,3,No,0
123159,30,1,Ph.D/Doctorate,Hyderabad,Training,Engineer  ,Male,7,No,0
123160,24,1,MBA/PGDM,Bangalore,Support,Associate Engineer ,Male,2,No,0
123161,36,1,MBA/PGDM,Hyderabad,Accounting,Senior Engineer ,Male,1,No,0
123163,38,1,Other degrees,Chennai,Human Resources,Project Manager ,Female,6,No,0
123165,34,1,M.Tech/M.E.,Bangalore,Legal,Senior Engineer  ,Female,1,No,0
123204,41,0,MBA/PGDM,Delhi,Human Resources,Senior Manager ,Female,6,Yes,1
123216,32,1,MBA/PGDM,Chennai,Sales,Engineer ,Male,7,No,0
123218,30,0,Other degrees,Chennai,Training,Senior Engineer ,Female,4,Yes,1
123219,31,1,Ph.D/Doctorate,Kolkata,Human Resources,Senior Engineer ,Female,6,No,0
123220,60,0,M.Tech/M.E.,Ahmedabad,Support,Senior Engineer ,Male,3,Yes,1
123222,22,1,MBA/PGDM,Kolkata,Services,Associate Engineer ,Male,4,No,0
123223,21,1,Other degrees,Ahmedabad,Training,Associate Engineer  ,Female,5,No,0
123224,23,1,MBA/PGDM,Delhi,Training,Associate Engineer  ,Male,3,No,0
123225,58,0,MBA/PGDM,Ahmedabad,Marketing,Senior Engineer ,Male,5,Yes,1
123226,38,1,Other degrees,Delhi,Sales,Engineer  ,Male,5,No,0
123227,32,1,MBA/PGDM,Hyderabad,Human Resources,Engineer  ,Female,2,No,0
123228,27,1,Other degrees,Bangalore,Training,Engineer  ,Male,6,No,0
123229,50,0,Other degrees,Ahmedabad,Human Resources,Engineer ,Female,5,Yes,1
123230,31,1,B.Tech/B.E.,Delhi,Business Development,Engineer ,Female,7,No,0
123291,59,1,B.Tech/B.E.,Ahmedabad,Services,Project Manager ,Male,2,No,0
123292,33,0,M.Tech/M.E.,Delhi,Human Resources,Project Leader ,Female,4,Yes,1
123295,23,1,MBA/PGDM,Ahmedabad,Training,Associate Engineer  ,Male,2,No,0
123296,29,1,B.Tech/B.E.,Ahmedabad,Training,Associate Engineer  ,Female,2,No,0
123297,23,1,Other degrees,Delhi,Engineering,Associate Engineer  ,Male,7,No,0
123298,60,0,MBA/PGDM,Hyderabad,Human Resources,Technical Manager ,Male,2,Yes,1
123299,24,1,Ph.D/Doctorate,Bangalore,Sales,Lead Engineer  ,Female,3,No,0
123300,33,1,B.Tech/B.E.,Ahmedabad,Sales,Engineer ,Male,2,No,0
123301,30,1,MBA/PGDM,Hyderabad,Human Resources,Senior Engineer  ,Male,4,No,0
123302,28,5,B.Tech/B.E.,Kolkata,Human Resources,Senior Engineer  ,Male,3,No,0
123304,35,1,Ph.D/Doctorate,Hyderabad,Sales,Engineer  ,Male,1,No,0
123305,25,1,B.Tech/B.E.,Bangalore,Human Resources,Engineer ,Female,6,No,0
123306,27,1,M.Tech/M.E.,Hyderabad,Business Development,Project Leader ,Male,7,No,0
123307,36,1,M.Tech/M.E.,Chennai,Marketing,Senior Engineer ,Female,1,No,0
123344,64,1,Other degrees,Chennai,Marketing,Lead Engineer ,Male,2,No,0
123372,63,1,M.Tech/M.E.,Kolkata,Business Development,Senior Lead Engineer ,Male,2,No,0
123373,25,1,Ph.D/Doctorate,Hyderabad,Training,Engineer ,Male,7,No,0
123374,33,1,MBA/PGDM,Ahmedabad,Training,Engineer  ,Female,8,No,0
123375,26,1,Other degrees,Mumbai,Human Resources,Associate Engineer  ,Male,7,No,0
123376,27,1,M.Tech/M.E.,Chennai,Research and Development,Engineer  ,Female,3,No,0
123377,26,1,MBA/PGDM,Hyderabad,Human Resources,Senior Engineer ,Male,4,No,0
123379,43,1,MBA/PGDM,Hyderabad,Legal,Senior Engineer  ,Male,7,No,0
123381,24,0,B.Tech/B.E.,Hyderabad,Engineering,Engineer  ,Female,4,Yes,1
123382,23,1,M.Tech/M.E.,Ahmedabad,Support,Associate Engineer ,Male,3,No,0
123390,46,1,M.Tech/M.E.,Bangalore,Support,Senior Specialist-,Male,3,No,0
123468,24,1,MBA/PGDM,Ahmedabad,Training,Engineer  ,Male,2,No,0
123471,27,1,B.Tech/B.E.,Hyderabad,Legal,Engineer  ,Male,6,No,0
123472,49,1,B.Tech/B.E.,Hyderabad,Accounting,Lead Engineer  ,Female,5,No,0
123474,27,1,MBA/PGDM,Hyderabad,Training,Associate Engineer ,Male,1,No,0
123475,32,1,Ph.D/Doctorate,Delhi,Engineering,Engineer  ,Male,3,No,0
123476,24,1,Ph.D/Doctorate,Chennai,Legal,Engineer  ,Male,6,No,0
123477,24,1,Ph.D/Doctorate,Ahmedabad,Legal,Engineer  ,Male,5,No,0
123478,56,0,MBA/PGDM,Ahmedabad,Sales,Lead Engineer ,Male,1,Yes,1
123479,22,0,B.Tech/B.E.,Hyderabad,Legal,Engineer  ,Male,7,Yes,1
123480,32,1,MBA/PGDM,Delhi,Marketing,Senior Engineer ,Male,3,No,0
123481,23,1,M.Tech/M.E.,Pune,Sales,Associate Engineer  ,Female,2,No,0
123495,36,1,MBA/PGDM,Delhi,Sales,Senior Account Manager ,Male,4,No,0
123515,25,1,M.Tech/M.E.,Delhi,Marketing,Engineer ,Male,1,No,0
123517,29,1,MBA/PGDM,Kolkata,Research and Development,Engineer  ,Male,4,No,0
123518,29,0,Other degrees,Bangalore,Human Resources,Senior Engineer ,Male,4,Yes,1
123519,30,0,MBA/PGDM,Hyderabad,Sales,Engineer ,Male,6,Yes,1
123520,56,1,Other degrees,Hyderabad,Human Resources,Program Manager ,Male,2,No,0
123521,27,1,Other degrees,Hyderabad,Engineering,Engineer  ,Male,2,No,0
123522,30,0,Ph.D/Doctorate,Bangalore,Accounting,Senior Engineer  ,Male,4,No,0
123524,24,1,B.Tech/B.E.,Mumbai,Human Resources,Engineer  ,Female,7,No,0
123525,29,0,B.Tech/B.E.,Chennai,Human Resources,Engineer  ,Female,1,Yes,1
123526,47,1,Ph.D/Doctorate,Chennai,Human Resources,Senior Engineer ,Male,3,No,0
123527,35,1,Other degrees,Chennai,Human Resources,Engineer  ,Male,7,No,0
123528,23,0,B.Tech/B.E.,Delhi,Services,Engineer ,Male,6,Yes,1
123529,25,1,B.Tech/B.E.,Ahmedabad,Accounting,Engineer ,Male,1,No,0
123530,40,1,B.Tech/B.E.,Kolkata,Marketing,Engineer ,Female,7,No,0
123531,61,1,MBA/PGDM,Hyderabad,Research and Development,Lead Engineer ,Male,7,No,0
123532,23,1,Ph.D/Doctorate,Chennai,Product Management,Engineer ,Female,1,No,0
123534,51,1,MBA/PGDM,Kolkata,Human Resources,Senior Engineer ,Male,3,No,0
123535,25,1,Ph.D/Doctorate,Pune,Business Development,Engineer ,Male,1,No,0
123568,23,0,Other degrees,Bangalore,Legal,Associate Engineer  ,Male,1,Yes,1
123569,72,1,B.Tech/B.E.,Chennai,Research and Development,Senior Engineer ,Male,1,No,0
123720,29,0,MBA/PGDM,Bangalore,Sales,Engineer ,Male,3,No,0
123722,32,0,Ph.D/Doctorate,Hyderabad,Engineering,Engineer  ,Male,6,No,0
123723,61,0,Other degrees,Hyderabad,Legal,Project Leader ,Male,3,Yes,1
123724,55,0,Ph.D/Doctorate,Bangalore,Business Development,Engineer  ,Female,6,No,0
123726,57,0,M.Tech/M.E.,Hyderabad,Services,Senior Lead Engineer ,Male,7,No,0
123727,26,0,Other degrees,Mumbai,Business Development,Engineer  ,Female,6,No,0
123728,30,0,M.Tech/M.E.,Bangalore,Sales,Engineer ,Male,1,No,0
123729,24,0,M.Tech/M.E.,Kolkata,Sales,Associate Engineer  ,Female,1,Yes,1
123730,58,0,M.Tech/M.E.,Bangalore,Sales,Lead Engineer  ,Male,7,Yes,1
123731,37,0,B.Tech/B.E.,Mumbai,Human Resources,Engineer  ,Male,4,No,0
123732,31,0,Ph.D/Doctorate,Kolkata,Training,Engineer  ,Male,1,No,0
123733,52,0,Ph.D/Doctorate,Delhi,Support,Senior Lead Engineer ,Male,2,Yes,1
123734,28,4,Ph.D/Doctorate,Bangalore,Research and Development,Senior Engineer ,Male,1,No,0
123735,64,0,Ph.D/Doctorate,Bangalore,Business Development,Senior Engineer ,Male,1,No,0
123791,40,0,Ph.D/Doctorate,Kolkata,Services,Lead Engineer ,Male,3,No,0
123793,50,0,M.Tech/M.E.,Delhi,Support,Senior Engineer ,Male,6,No,0
123794,42,1,Other degrees,Bangalore,Research and Development,Program Manager ,Female,4,No,0
123796,32,0,Other degrees,Mumbai,Support,Engineer  ,Female,5,No,0
123798,25,0,Other degrees,Bangalore,Human Resources,Associate Engineer ,Female,4,No,0
123800,24,0,B.Tech/B.E.,Chennai,Business Development,Senior Engineer ,Male,2,No,0
123801,55,0,M.Tech/M.E.,Kolkata,Services,Lead Engineer ,Male,3,No,0
123802,28,0,M.Tech/M.E.,Bangalore,Sales,Engineer ,Male,2,Yes,1
123803,29,0,Other degrees,Hyderabad,Human Resources,Engineer ,Male,6,Yes,1
123804,56,9,M.Tech/M.E.,Kolkata,Business Development,Senior Lead Engineer ,Male,2,No,0
123855,61,1,Other degrees,Hyderabad,Accounting,Lead Engineer  ,Male,5,Yes,1
123903,24,0,Other degrees,Delhi,Marketing,Associate Engineer  ,Male,4,No,0
123904,56,0,Other degrees,Bangalore,Training,Lead Engineer ,Male,1,Yes,1
123905,34,0,MBA/PGDM,Delhi,Sales,Lead Engineer ,Male,7,Yes,1
123907,24,0,MBA/PGDM,Delhi,Human Resources,Engineer ,Male,5,No,0
123908,37,0,B.Tech/B.E.,Chennai,Sales,Senior Engineer ,Male,7,Yes,1
123909,24,0,M.Tech/M.E.,Chennai,Business Development,Associate Engineer  ,Female,3,No,0
123910,36,11,M.Tech/M.E.,Chennai,Accounting,Lead Engineer ,Male,6,No,0
123911,23,0,B.Tech/B.E.,Chennai,Sales,Associate Engineer  ,Female,2,No,0
123913,22,0,M.Tech/M.E.,Ahmedabad,Human Resources,Associate Engineer  ,Female,2,No,0
123914,24,0,Ph.D/Doctorate,Ahmedabad,Human Resources,Engineer  ,Female,5,No,0
123915,24,0,B.Tech/B.E.,Hyderabad,Support,Associate Engineer ,Male,2,No,0
123931,36,0,B.Tech/B.E.,Kolkata,Accounting,Technical Lead ,Female,1,Yes,1
123932,33,0,MBA/PGDM,Delhi,Training,Technical Manager ,Male,2,Yes,1
123933,35,0,B.Tech/B.E.,Chennai,Legal,Technical Manager ,Male,3,No,0
123968,64,0,MBA/PGDM,Hyderabad,Services,Senior Lead Engineer ,Male,2,No,0
123969,26,0,B.Tech/B.E.,Delhi,Sales,Engineer ,Male,1,Yes,1
123970,26,0,Other degrees,Delhi,Product Management,Engineer ,Male,2,No,0
123971,36,0,B.Tech/B.E.,Chennai,Training,Engineer  ,Male,5,No,0
123972,29,0,Other degrees,Ahmedabad,Sales,Engineer  ,Male,5,Yes,1
123973,48,0,Ph.D/Doctorate,Chennai,Marketing,Senior Engineer ,Female,3,No,0
123974,24,0,M.Tech/M.E.,Chennai,Sales,Associate Engineer ,Male,7,No,0
123975,23,0,Ph.D/Doctorate,Ahmedabad,Engineering,Engineer  ,Female,5,No,0
123978,57,0,MBA/PGDM,Chennai,Human Resources,Engineer  ,Female,3,No,0
123979,37,0,B.Tech/B.E.,Kolkata,Sales,Senior Engineer ,Male,4,Yes,1
124027,31,4,MBA/PGDM,Bangalore,Business Development,Senior Engineer  ,Male,4,Yes,1
124039,35,0,B.Tech/B.E.,Hyderabad,Legal,Technical Lead ,Male,2,No,0
124040,28,0,Other degrees,Ahmedabad,Research and Development,Technical Lead ,Male,4,No,0
124049,56,0,B.Tech/B.E.,Mumbai,Human Resources,Lead Engineer ,Male,2,No,0
124050,26,0,MBA/PGDM,Hyderabad,Business Development,Associate Engineer  ,Male,1,No,0
124051,55,0,B.Tech/B.E.,Hyderabad,Training,Senior Engineer ,Female,4,Yes,1
124052,32,0,MBA/PGDM,Bangalore,Accounting,Senior Engineer ,Male,3,No,0
124055,56,0,Ph.D/Doctorate,Delhi,Training,Deputy Manager ,Male,1,No,0
124056,26,0,B.Tech/B.E.,Mumbai,Training,Associate Engineer  ,Male,1,No,0
124057,58,0,MBA/PGDM,Bangalore,Training,Senior Lead Engineer ,Male,2,Yes,1
124133,29,0,MBA/PGDM,Chennai,Human Resources,Associate Engineer ,Male,2,No,0
124135,39,0,MBA/PGDM,Mumbai,Engineering,Engineer  ,Male,1,No,0
124302,24,0,M.Tech/M.E.,Delhi,Human Resources,Senior Engineer  ,Female,5,No,0
124303,25,0,MBA/PGDM,Chennai,Sales,Engineer ,Female,5,No,0
124463,34,0,MBA/PGDM,Bangalore,Training,Lead Engineer ,Male,3,No,0
124464,33,0,B.Tech/B.E.,Kolkata,Sales,Associate Engineer ,Male,1,No,0
124465,25,0,Other degrees,Delhi,Accounting,Engineer ,Male,7,No,0
124466,28,0,MBA/PGDM,Hyderabad,Human Resources,Senior Engineer ,Male,3,No,0
124467,23,0,B.Tech/B.E.,Bangalore,Human Resources,Engineer ,Male,1,No,0
124468,22,0,MBA/PGDM,Bangalore,Training,Associate Engineer ,Male,7,Yes,1
124469,47,0,Ph.D/Doctorate,Bangalore,Business Development,Senior Engineer ,Male,3,Yes,1
124470,22,0,MBA/PGDM,Hyderabad,Human Resources,Engineer  ,Male,2,No,0
124472,24,0,B.Tech/B.E.,Delhi,Research and Development,Engineer  ,Male,2,Yes,1
124475,24,0,Other degrees,Delhi,Training,Associate Engineer ,Male,1,Yes,1
124476,23,0,B.Tech/B.E.,Chennai,Business Development,Associate Engineer  ,Female,3,No,0
124481,22,0,MBA/PGDM,Delhi,Human Resources,Engineer  ,Male,1,Yes,1
124491,51,0,B.Tech/B.E.,Hyderabad,Training,Senior Engineer ,Female,7,Yes,1
124514,48,0,B.Tech/B.E.,Hyderabad,Legal,Lead Engineer  ,Male,3,No,0
124516,28,0,Other degrees,Bangalore,Sales,Engineer  ,Male,3,No,0
124517,28,0,M.Tech/M.E.,Hyderabad,Support,Associate Engineer  ,Female,3,No,0
124521,42,0,B.Tech/B.E.,Bangalore,Support,Associate Engineer  ,Female,2,No,0
124523,32,0,MBA/PGDM,Bangalore,Sales,Project Leader ,Male,3,Yes,1
124524,56,0,Ph.D/Doctorate,Kolkata,Human Resources,Project Leader ,Male,3,No,0
124525,25,0,Ph.D/Doctorate,Chennai,Human Resources,Engineer ,Male,2,Yes,1
124528,26,0,MBA/PGDM,Kolkata,Training,Engineer ,Male,3,Yes,1
124529,31,0,Ph.D/Doctorate,Hyderabad,Human Resources,Associate Engineer  ,Male,6,No,0
124530,31,0,MBA/PGDM,Bangalore,Services,Associate Engineer  ,Male,3,No,0
124531,26,0,Ph.D/Doctorate,Delhi,Human Resources,Engineer ,Male,2,No,0
124532,25,0,MBA/PGDM,Mumbai,Business Development,Senior Associate - ,Male,3,No,0
124533,24,0,B.Tech/B.E.,Ahmedabad,Human Resources,Associate Engineer ,Female,2,No,0
124556,25,0,M.Tech/M.E.,Kolkata,Human Resources,Engineer ,Male,6,No,0
124574,29,2,B.Tech/B.E.,Delhi,Training,Associate Engineer ,Male,5,No,0
124575,24,0,MBA/PGDM,Chennai,Marketing,Associate Engineer  ,Male,1,No,0
124576,40,0,Ph.D/Doctorate,Mumbai,Human Resources,Technical Manager ,Female,4,No,0
124607,33,0,MBA/PGDM,Mumbai,Human Resources,Associate Engineer  ,Male,3,No,0
124608,52,0,Other degrees,Chennai,Research and Development,Senior Engineer ,Male,2,No,0
124610,49,0,Ph.D/Doctorate,Delhi,Sales,Engineer  ,Female,2,No,0
124611,30,3,M.Tech/M.E.,Delhi,Training,Engineer ,Male,1,No,0
124612,28,0,Ph.D/Doctorate,Bangalore,Research and Development,Engineer ,Male,7,No,0
124614,32,4,MBA/PGDM,Bangalore,Human Resources,Senior Engineer ,Female,4,No,0
124615,35,0,B.Tech/B.E.,Delhi,Services,Senior Lead Engineer ,Female,1,Yes,1
124616,23,0,MBA/PGDM,Kolkata,Human Resources,Engineer  ,Female,4,No,0
124617,29,0,MBA/PGDM,Hyderabad,Human Resources,Associate Engineer  ,Male,3,No,0
124618,25,0,M.Tech/M.E.,Bangalore,Business Development,Engineer  ,Female,4,No,0
124620,60,0,Ph.D/Doctorate,Kolkata,Business Development,Senior Engineer ,Male,5,No,0
124661,65,0,B.Tech/B.E.,Delhi,Business Development,General Manager ,Male,3,No,0
124687,35,0,B.Tech/B.E.,Ahmedabad,Support,Project Manager ,Male,1,No,0
124701,40,0,MBA/PGDM,Mumbai,Services,Project Leader ,Male,1,No,0
124788,33,0,MBA/PGDM,Chennai,Accounting,Project Manager ,Male,5,No,0
124811,32,0,B.Tech/B.E.,Kolkata,Training,Lead Engineer ,Male,6,No,0
124840,32,0,M.Tech/M.E.,Bangalore,Training,Lead Engineer ,Female,6,No,0
124841,27,0,B.Tech/B.E.,Bangalore,Marketing,Lead Engineer  ,Male,3,No,0
124874,32,0,B.Tech/B.E.,Chennai,Engineering,Technical Lead ,Male,5,No,0
124879,27,0,M.Tech/M.E.,Chennai,Sales,Senior Engineer  ,Female,3,No,0
124917,27,0,Ph.D/Doctorate,Bangalore,Sales,Senior Engineer  ,Male,7,No,0
124931,31,0,B.Tech/B.E.,Hyderabad,Engineering,Lead Engineer  ,Female,5,No,0
124936,34,0,MBA/PGDM,Hyderabad,Legal,Technical Lead ,Male,1,No,0
124937,38,0,M.Tech/M.E.,Mumbai,Support,Project Leader ,Male,1,No,0
124995,39,0,B.Tech/B.E.,Ahmedabad,Support,Technical Manager ,Female,3,No,0
125021,26,0,M.Tech/M.E.,Bangalore,Marketing,Senior Engineer  ,Male,7,No,0
125023,32,0,Other degrees,Hyderabad,Accounting,Project Leader ,Male,1,No,0
125043,38,0,MBA/PGDM,Pune,Business Development,Project Manager ,Male,3,No,0
125047,34,0,MBA/PGDM,Kolkata,Accounting,Project Leader ,Male,2,No,0
125059,30,0,MBA/PGDM,Ahmedabad,Engineering,Lead Engineer ,Male,2,No,0
125103,25,0,B.Tech/B.E.,Hyderabad,Business Development,Engineer  ,Female,1,Yes,1
125104,30,0,Ph.D/Doctorate,Kolkata,Research and Development,Senior Engineer ,Female,2,No,0
125105,64,0,MBA/PGDM,Kolkata,Human Resources,Engineer  ,Female,2,No,0
125106,23,0,Ph.D/Doctorate,Chennai,Business Development,Engineer  ,Male,1,No,0
125107,29,0,Ph.D/Doctorate,Ahmedabad,Sales,Associate Engineer  ,Male,2,No,0
125108,25,0,MBA/PGDM,Kolkata,Sales,Engineer ,Female,4,No,0
125109,29,0,M.Tech/M.E.,Bangalore,Marketing,Lead Engineer ,Male,7,Yes,1
125110,42,0,M.Tech/M.E.,Mumbai,Marketing,Senior Engineer ,Male,2,Yes,1
125111,29,0,M.Tech/M.E.,Ahmedabad,Human Resources,Senior Engineer ,Male,1,No,0
125112,35,0,Other degrees,Ahmedabad,Sales,Senior Engineer ,Male,2,No,0
125113,64,0,Other degrees,Bangalore,Business Development,Senior Lead Engineer  ,Male,4,No,0
125174,32,0,Other degrees,Ahmedabad,Training,Engineer ,Male,4,No,0
125175,49,0,Ph.D/Doctorate,Hyderabad,Business Development,Senior Engineer ,Male,5,No,0
125177,26,0,Ph.D/Doctorate,Bangalore,Human Resources,Engineer  ,Female,4,No,0
125178,29,0,B.Tech/B.E.,Delhi,Research and Development,Engineer ,Male,3,Yes,1
125179,25,0,B.Tech/B.E.,Delhi,Training,Associate Engineer ,Male,5,Yes,1
125181,27,0,Other degrees,Delhi,Support,Senior Engineer ,Male,4,No,0
125182,38,0,B.Tech/B.E.,Chennai,Training,Lead Engineer ,Male,2,No,0
125183,31,0,Ph.D/Doctorate,Bangalore,Accounting,Engineer ,Male,7,No,0
125184,24,0,M.Tech/M.E.,Delhi,Human Resources,Engineer ,Male,6,No,0
125186,45,0,MBA/PGDM,Mumbai,Human Resources,Engineer ,Male,4,No,0
125187,32,0,Ph.D/Doctorate,Kolkata,Research and Development,Engineer ,Male,1,No,0
125188,51,0,B.Tech/B.E.,Hyderabad,Business Development,Engineer  ,Female,3,No,0
125189,44,0,Ph.D/Doctorate,Bangalore,Training,Engineer  ,Male,1,No,0
125191,24,0,MBA/PGDM,Bangalore,Human Resources,Senior Engineer ,Female,2,No,0
125192,28,0,B.Tech/B.E.,Mumbai,Training,Senior Engineer ,Female,7,No,0
125193,39,0,M.Tech/M.E.,Mumbai,Training,Senior Engineer ,Male,2,No,0
125194,51,10,M.Tech/M.E.,Bangalore,Services,Program Manager ,Male,5,No,0
125196,49,0,MBA/PGDM,Ahmedabad,Training,Lead Engineer ,Male,6,No,0
125197,56,0,Ph.D/Doctorate,Hyderabad,Legal,Senior Lead Engineer ,Male,6,Yes,1
125227,23,0,M.Tech/M.E.,Bangalore,Training,Associate Engineer ,Male,2,No,0
125228,25,0,MBA/PGDM,Hyderabad,Services,Associate Engineer ,Female,5,No,0
125229,25,0,Ph.D/Doctorate,Chennai,Services,Associate Engineer ,Male,3,No,0
125231,23,0,B.Tech/B.E.,Hyderabad,Business Development,Associate Engineer ,Male,2,No,0
125242,23,0,MBA/PGDM,Chennai,Support,Associate Engineer ,Male,5,No,0
125243,41,0,MBA/PGDM,Kolkata,Training,Technical Manager ,Male,2,No,0
125299,36,0,Other degrees,Hyderabad,Business Development,Associate Engineer  ,Male,3,No,0
125300,27,0,B.Tech/B.E.,Hyderabad,Business Development,Engineer  ,Male,7,No,0
125301,36,0,B.Tech/B.E.,Chennai,Business Development,Engineer  ,Female,7,No,0
125302,37,0,Other degrees,Delhi,Sales,Engineer  ,Male,4,No,0
125303,27,0,Ph.D/Doctorate,Hyderabad,Sales,Associate Engineer ,Male,7,No,0
125304,23,0,MBA/PGDM,Delhi,Business Development,Engineer ,Male,5,No,0
125306,25,0,MBA/PGDM,Ahmedabad,Human Resources,Engineer ,Female,1,No,0
125308,26,0,M.Tech/M.E.,Ahmedabad,Human Resources,Engineer  ,Male,7,No,0
125309,57,0,B.Tech/B.E.,Delhi,Training,Lead Engineer ,Male,4,Yes,1
125310,65,0,MBA/PGDM,Chennai,Training,Lead Engineer ,Male,1,Yes,1
125311,27,0,MBA/PGDM,Chennai,Business Development,Associate Engineer  ,Female,3,Yes,1
125313,32,0,B.Tech/B.E.,Delhi,Accounting,Senior Engineer  ,Female,2,No,0
125331,31,0,B.Tech/B.E.,Hyderabad,Sales,Associate Engineer  ,Male,3,No,0
125336,28,0,B.Tech/B.E.,Ahmedabad,Accounting,Senior Engineer ,Male,2,No,0
125337,30,0,Other degrees,Hyderabad,Legal,Senior Engineer  ,Female,6,Yes,1
125338,54,0,B.Tech/B.E.,Bangalore,Services,Senior Engineer ,Male,3,Yes,1
125420,59,0,Other degrees,Kolkata,Human Resources,Technical Lead ,Male,2,No,0
125421,23,0,Other degrees,Chennai,Human Resources,Engineer  ,Female,6,No,0
125422,24,0,Ph.D/Doctorate,Delhi,Human Resources,Engineer  ,Male,4,Yes,1
125423,25,0,MBA/PGDM,Bangalore,Human Resources,Engineer  ,Male,3,No,0
125469,27,0,B.Tech/B.E.,Bangalore,Human Resources,Associate Engineer  ,Male,2,No,0
125471,19,0,MBA/PGDM,Kolkata,Support,Associate Engineer  ,Male,7,Yes,1
125510,61,0,Ph.D/Doctorate,Delhi,Business Development,Engineer ,Male,5,No,0
125511,22,1,B.Tech/B.E.,Hyderabad,Training,Associate Engineer ,Male,5,No,0
125516,58,0,B.Tech/B.E.,Kolkata,Human Resources,Senior Engineer  ,Male,3,No,0
125517,28,0,Other degrees,Bangalore,Training,Associate Engineer  ,Female,4,Yes,1
125518,24,0,Other degrees,Chennai,Sales,Associate Engineer ,Male,5,No,0
125519,69,0,B.Tech/B.E.,Kolkata,Training,Senior Lead Engineer ,Male,5,No,0
125520,25,0,Other degrees,Bangalore,Training,Engineer ,Male,5,Yes,1
125521,24,0,M.Tech/M.E.,Hyderabad,Training,Associate Engineer ,Male,2,Yes,1
125522,26,0,Ph.D/Doctorate,Delhi,Training,Associate Engineer ,Male,5,No,0
125523,25,0,Other degrees,Hyderabad,Training,Associate Engineer ,Male,4,No,0
125524,69,0,M.Tech/M.E.,Chennai,Human Resources,Program Manager ,Male,3,No,0
125525,57,0,Other degrees,Kolkata,Human Resources,Senior Engineer ,Male,2,No,0
125526,40,0,M.Tech/M.E.,Hyderabad,Human Resources,Engineer ,Male,4,No,0
125534,27,2,Other degrees,Kolkata,Marketing,Engineer ,Male,3,No,0
125535,55,0,Ph.D/Doctorate,Ahmedabad,Training,Senior Vice President ,Male,5,No,0
125547,57,0,MBA/PGDM,Bangalore,Legal,Senior Engineer  ,Male,4,No,0
125548,59,0,M.Tech/M.E.,Delhi,Legal,Senior Lead Engineer  ,Male,7,No,0
125580,20,0,MBA/PGDM,Chennai,Product Management,Associate Engineer  ,Male,5,Yes,1
125581,21,0,MBA/PGDM,Bangalore,Product Management,Associate Engineer  ,Male,2,Yes,1
125582,20,0,Other degrees,Ahmedabad,Product Management,Associate Engineer  ,Male,3,Yes,1
