age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,AnnualIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Non-Travel,725,Lifecycle Solutions/Supply Chain Solutions,2,3,Technical Degree,1,569,4,Male,51,1,2,Senior Engineer ,4,Married,8840,106080,3,Yes,Yes,22,2,3,40,1,4,2,1,4,1,1,1
26,No,Non-Travel,1434,Embedded Systems & Electronics,8,3,Technical Degree,1,570,1,Male,58,1,2,Senior Engineer ,1,Married,10053,120640,3,Yes,No,12,4,3,40,0,3,1,4,3,1,1,1
27,No,Non-Travel,715,Lifecycle Solutions/Supply Chain Solutions,19,3,Technical Degree,1,571,4,Male,54,3,2,Senior Engineer ,4,Married,9360,112320,5,Yes,No,18,3,3,40,1,3,3,3,3,1,1,1
30,No,Non-Travel,575,Lifecycle Solutions/Engineering Analytics,1,3,Technical Degree,1,572,1,Male,54,3,2,Senior Engineer  ,2,Divorced,9360,112320,3,Yes,No,20,4,4,40,1,3,2,2,3,1,1,1
66,No,Non-Travel,657,Lifecycle Solutions/Supply Chain Solutions,27,3,Technical Degree,1,573,2,Male,55,4,2,Senior Lead Engineer ,1,Married,9533,114400,3,Yes,No,25,1,1,40,1,3,3,4,3,1,1,1
55,No,Non-Travel,1146,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,574,4,Female,51,3,2,Senior Engineer  ,2,Married,8840,106080,4,Yes,No,15,4,3,40,0,3,2,1,3,1,1,1
30,No,Non-Travel,182,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,575,2,Male,65,1,3,Program Manager ,4,Married,11267,135200,4,Yes,No,14,1,3,40,0,3,2,4,3,1,1,1
35,No,Non-Travel,376,Lifecycle Solutions/Engineering Process Services,19,3,Technical Degree,1,576,4,Female,56,1,2,Senior Engineer  ,4,Divorced,9707,116480,3,Yes,Yes,22,2,2,40,2,3,4,2,3,1,1,1
50,No,Non-Travel,829,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,577,3,Female,57,1,2,Senior Engineer  ,4,Married,9880,118560,4,Yes,No,12,3,3,40,1,3,3,1,3,1,1,1
43,No,Non-Travel,571,Lifecycle Solutions/Engineering Process Services,10,3,Technical Degree,1,578,4,Female,52,1,2,Senior Engineer  ,1,Divorced,9013,108160,4,Yes,Yes,21,4,4,40,2,3,3,2,3,1,1,1
38,No,Non-Travel,240,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,579,1,Male,59,1,2,Engineer  ,3,Married,10227,122720,4,Yes,Yes,25,3,3,40,0,3,2,4,3,1,1,1
26,No,Non-Travel,121,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,580,3,Male,56,1,2,Senior Engineer ,2,Married,9707,116480,3,Yes,No,24,1,3,40,0,3,3,4,3,1,1,1
26,No,Non-Travel,384,Mechanical Systems/Design & Development,8,3,Technical Degree,1,581,1,Male,56,4,2,Senior Engineer ,2,Married,9707,116480,4,Yes,No,15,1,3,40,1,3,1,3,3,1,1,1
26,No,Non-Travel,921,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,582,4,Male,53,4,2,Senior Engineer  ,2,Married,9187,110240,4,Yes,No,15,3,2,40,2,3,2,3,3,1,1,1
58,No,Non-Travel,791,Embedded Systems & Electronics,2,3,Technical Degree,1,583,3,Male,58,2,2,Senior Lead Engineer ,3,Married,10053,120640,5,Yes,No,18,4,1,40,1,3,2,2,3,1,1,1
31,No,Non-Travel,1111,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,584,3,Male,51,2,2,Senior Engineer ,4,Married,8840,106080,2,Yes,No,22,4,1,40,1,3,1,2,3,1,1,1
36,No,Non-Travel,570,Mechanical Systems/Manufacturing Engineering,8,3,Technical Degree,1,585,2,Male,54,1,2,Senior Engineer ,1,Divorced,9360,112320,2,Yes,No,24,3,1,40,1,3,4,3,3,1,1,1
30,No,Non-Travel,1243,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,586,3,Male,58,2,2,Senior Engineer  ,4,Married,10053,120640,2,Yes,Yes,13,3,2,40,2,3,2,1,3,1,1,1
26,No,Non-Travel,1092,Mechanical Systems/Manufacturing Engineering,9,3,Technical Degree,1,587,3,Male,57,1,2,Senior Engineer ,2,Divorced,9880,118560,5,Yes,No,23,1,1,40,3,3,4,2,3,1,1,1
31,No,Non-Travel,1325,Mechanical Systems/Design & Development,11,3,Technical Degree,1,588,4,Male,50,3,2,Senior Engineer  ,2,Married,8667,104000,5,Yes,No,11,2,3,40,1,3,3,4,3,1,1,1
32,No,Non-Travel,691,Mechanical Systems/Manufacturing Engineering,2,3,Technical Degree,1,589,3,Male,57,2,2,Senior Engineer ,3,Married,9880,118560,4,Yes,No,12,1,3,40,0,3,3,3,3,1,1,1
70,No,Non-Travel,805,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,590,2,Male,55,4,2,Senior Engineer ,3,Married,9533,114400,2,Yes,Yes,14,2,1,40,1,3,1,3,3,1,1,1
25,No,Non-Travel,213,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,591,3,Male,55,1,2,Engineer  ,4,Married,9533,114400,5,Yes,No,14,3,2,40,0,3,3,3,3,1,1,1
59,No,Non-Travel,118,Program Management,16,4,Project Management,1,592,1,Male,91,2,4,Assistant Vice-President ,4,Married,15773,189280,7,Yes,No,15,2,1,40,0,3,3,1,3,1,1,1
29,No,Non-Travel,202,Mechanical Systems/Design & Development,2,3,Technical Degree,1,593,3,Male,59,3,2,Associate Engineer  ,3,Single,10227,122720,2,Yes,Yes,12,3,2,40,1,3,3,3,3,1,1,1
36,No,Non-Travel,676,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,594,3,Male,60,2,2,Lead Engineer  ,1,Married,10400,124800,5,Yes,No,24,2,4,40,1,3,2,1,3,1,1,1
26,No,Non-Travel,1252,Lifecycle Solutions/Engineering Process Services,23,3,Technical Degree,1,595,3,Male,60,1,2,Senior Engineer  ,4,Married,10400,124800,3,Yes,No,12,4,3,40,1,3,3,4,3,1,1,1
25,No,Non-Travel,286,Unspecified,2,2,Others,1,596,4,Male,68,3,3,Program Manager ,2,Married,11787,141440,3,Yes,Yes,21,1,3,40,0,3,2,2,3,1,1,1
39,No,Non-Travel,1258,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,597,4,Female,52,4,2,Associate Engineer  ,3,Married,9013,108160,4,Yes,No,25,2,3,40,0,3,0,2,3,1,1,1
27,No,Non-Travel,932,Mechanical Systems/Detail Engineering,1,3,Technical Degree,1,598,4,Male,54,2,2,Associate Engineer ,3,Married,9360,112320,4,Yes,Yes,17,3,3,40,1,3,4,3,3,1,1,1
26,No,Non-Travel,890,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,599,3,Male,53,3,2,Associate Engineer ,4,Married,9187,110240,2,Yes,No,24,1,1,40,0,3,3,3,3,1,1,1
25,No,Non-Travel,1041,Mechanical Systems/Engineering Analysis,13,3,Technical Degree,1,600,3,Male,51,1,2,Senior Engineer ,1,Married,8840,106080,4,Yes,No,14,3,2,40,1,3,2,2,3,1,1,1
39,No,Non-Travel,859,Mechanical Systems/Engineering Analysis,4,3,Technical Degree,1,601,3,Male,60,4,2,Technical Lead ,2,Married,10400,124800,1,Yes,No,11,1,2,40,1,3,3,1,3,1,1,1
26,No,Non-Travel,720,Lifecycle Solutions/Engineering Process Services,16,3,Technical Degree,1,602,1,Male,59,1,2,Associate Engineer ,2,Married,10227,122720,2,Yes,No,21,3,3,40,0,3,6,2,3,1,1,1
54,No,Non-Travel,946,Lifecycle Solutions/Supply Chain Solutions,2,3,Technical Degree,1,603,3,Female,59,1,2,Senior Engineer ,3,Married,10227,122720,5,Yes,Yes,16,3,4,40,0,3,4,4,3,1,1,1
27,No,Non-Travel,252,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,604,2,Male,55,4,2,Engineer  ,3,Married,9533,114400,5,Yes,No,19,4,1,40,0,3,3,3,3,1,1,1
33,No,Non-Travel,933,Mechanical Systems/Engineering Analysis,29,3,Technical Degree,1,605,2,Female,50,4,2,Engineer  ,1,Married,8667,104000,4,Yes,No,14,1,4,40,1,3,3,3,3,1,1,1
27,No,Non-Travel,471,Mechanical Systems/Manufacturing Engineering,12,3,Technical Degree,1,606,1,Male,55,4,2,Senior Engineer ,3,Divorced,9533,114400,5,Yes,No,22,4,1,40,1,3,3,1,3,1,1,1
42,No,Non-Travel,702,Mechanical Systems/Engineering Analysis,16,3,Technical Degree,1,607,3,Male,58,2,2,Senior Engineer ,1,Married,10053,120640,3,Yes,No,17,4,3,40,0,3,3,4,3,1,1,1
35,No,Non-Travel,1184,Mechanical Systems/Design & Development,11,3,Technical Degree,1,608,3,Female,64,3,3,Project Manager ,2,Married,11093,133120,6,Yes,No,18,3,4,40,2,3,3,4,3,1,1,1
25,No,Non-Travel,436,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,609,3,Male,52,4,2,Senior Engineer ,3,Married,9013,108160,3,Yes,No,13,4,2,40,0,3,3,1,3,1,1,1
47,No,Non-Travel,589,Lifecycle Solutions/Engineering Process Services,14,3,Technical Degree,1,610,2,Male,60,2,2,Associate Engineer  ,2,Married,10400,124800,5,Yes,No,17,1,3,40,1,3,3,3,3,1,1,1
29,No,Non-Travel,269,Mechanical Systems/Design & Development,5,3,Technical Degree,1,611,3,Male,57,3,2,Project Leader ,3,Divorced,9880,118560,1,Yes,Yes,23,4,4,40,1,3,3,1,3,1,1,1
54,No,Non-Travel,950,Embedded Systems & Electronics,7,3,Technical Degree,1,612,3,Male,59,3,2,Technical Lead ,4,Married,10227,122720,3,Yes,No,25,1,4,40,0,3,3,4,3,1,1,1
30,No,Non-Travel,760,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,613,2,Female,58,3,2,Engineer  ,2,Married,10053,120640,2,Yes,Yes,14,3,3,40,0,3,2,3,3,1,1,1
33,No,Non-Travel,829,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,614,3,Male,56,1,2,Senior Engineer ,2,Married,9707,116480,4,Yes,No,21,2,4,40,1,3,1,4,3,1,1,1
24,No,Non-Travel,887,Mechanical Systems/Engineering Analysis,5,3,Technical Degree,1,615,3,Male,59,1,2,Senior Engineer ,3,Single,10227,122720,3,Yes,Yes,15,3,3,40,1,3,2,3,3,1,1,1
54,No,Non-Travel,443,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,616,4,Male,58,4,2,Senior Engineer ,2,Married,10053,120640,5,Yes,No,23,4,3,40,3,3,6,1,3,1,1,1
32,No,Non-Travel,1318,Mechanical Systems/Engineering Analysis,26,3,Technical Degree,1,617,1,Male,54,2,2,Engineer ,4,Married,9360,112320,2,Yes,No,15,3,1,40,1,3,2,2,3,1,1,1
24,No,Non-Travel,625,Mechanical Systems/Testing Services,4,3,Technical Degree,1,618,4,Female,55,2,2,Senior Engineer ,2,Single,9533,114400,3,Yes,No,25,1,4,40,0,3,2,2,3,1,1,1
25,No,Non-Travel,180,Mechanical Systems/Testing Services,2,3,Technical Degree,1,619,1,Male,55,1,2,Senior Engineer ,2,Married,9533,114400,5,Yes,No,13,4,1,40,0,3,3,2,3,1,1,1
28,No,Non-Travel,586,Mechanical Systems/Engineering Analysis,1,3,Technical Degree,1,620,1,Male,50,1,2,Associate Engineer ,3,Divorced,8667,104000,3,Yes,No,15,2,2,40,1,3,5,1,3,1,1,1
25,No,Non-Travel,1343,Lifecycle Solutions/Engineering Analytics,27,3,Technical Degree,1,621,3,Female,55,2,2,Senior Engineer  ,4,Married,9533,114400,2,Yes,No,14,4,1,40,0,3,3,2,3,1,1,1
56,No,Non-Travel,928,Mechanical Systems/Manufacturing Engineering,1,3,Technical Degree,1,622,2,Male,71,3,3,Project Manager ,4,Married,12307,147680,5,Yes,Yes,17,4,1,40,1,3,1,3,3,1,1,1
65,No,Non-Travel,117,Lifecycle Solutions/Engineering Process Services,13,3,Technical Degree,1,623,2,Male,50,3,2,Lead Engineer  ,4,Divorced,8667,104000,3,Yes,No,12,1,1,40,1,3,3,2,3,1,1,1
27,No,Non-Travel,1012,Mechanical Systems/Engineering Analysis,5,3,Technical Degree,1,624,2,Male,56,2,2,Engineer ,3,Divorced,9707,116480,4,Yes,No,13,4,3,40,1,3,3,4,3,1,1,1
25,No,Non-Travel,661,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,625,1,Male,51,3,2,Associate Engineer ,4,Married,8840,106080,2,Yes,Yes,11,2,1,40,1,3,3,1,3,1,1,1
28,No,Non-Travel,930,Mechanical Systems/Engineering Analysis,9,3,Technical Degree,1,626,4,Male,55,1,2,Associate Engineer ,2,Divorced,9533,114400,4,Yes,Yes,15,2,2,40,1,3,2,3,3,1,1,1
27,No,Non-Travel,638,Mechanical Systems/Design & Development,8,3,Technical Degree,1,627,3,Male,54,1,2,Associate Engineer ,4,Married,9360,112320,4,Yes,No,18,4,1,40,1,3,3,4,3,1,1,1
55,No,Non-Travel,890,Mechanical Systems/Manufacturing Engineering,25,3,Technical Degree,1,628,3,Male,55,3,2,Senior Engineer ,4,Married,9533,114400,4,Yes,No,25,2,4,40,0,3,3,1,3,1,1,1
26,No,Non-Travel,342,Lifecycle Solutions/Engineering Process Services,16,3,Technical Degree,1,629,4,Female,64,2,3,Program Manager ,1,Divorced,11093,133120,5,Yes,No,17,3,3,40,2,3,2,4,3,1,1,1
43,No,Non-Travel,1169,Lifecycle Solutions/Engineering Analytics,8,3,Technical Degree,1,630,2,Male,54,2,2,Senior Engineer  ,2,Divorced,9360,112320,4,Yes,No,12,2,1,40,1,3,6,3,3,1,1,1
25,No,Non-Travel,1230,Mechanical Systems/Engineering Analysis,1,3,Technical Degree,1,631,4,Male,56,4,2,Associate Engineer ,3,Married,9707,116480,3,Yes,No,23,4,3,40,2,3,2,4,3,1,1,1
31,No,Non-Travel,986,Lifecycle Solutions/Supply Chain Solutions,8,3,Technical Degree,1,632,1,Male,52,3,2,Associate Engineer  ,1,Married,9013,108160,2,Yes,Yes,16,2,3,40,1,3,2,1,3,1,1,1
26,No,Non-Travel,1271,Mechanical Systems/Design & Development,2,3,Technical Degree,1,633,2,Male,53,2,2,Associate Engineer  ,2,Married,9187,110240,2,Yes,Yes,12,2,4,40,0,3,2,1,3,1,1,1
32,No,Non-Travel,1278,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,634,1,Male,60,1,2,Associate Engineer  ,3,Married,10400,124800,5,Yes,No,12,4,4,40,0,3,3,1,3,1,1,1
27,No,Non-Travel,141,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,635,3,Female,60,4,3,Program Manager ,1,Married,10400,124800,5,Yes,Yes,14,4,4,40,0,3,3,2,3,1,1,1
27,No,Non-Travel,607,Mechanical Systems/Engineering Analysis,9,3,Technical Degree,1,636,4,Male,57,1,2,Associate Engineer  ,1,Married,9880,118560,2,Yes,Yes,23,2,1,40,1,3,2,1,3,1,1,1
61,No,Non-Travel,130,Mechanical Systems/Detail Engineering,25,3,Technical Degree,1,637,4,Male,53,2,2,Senior Engineer ,3,Divorced,9187,110240,3,Yes,Yes,20,4,4,40,1,3,3,2,3,1,1,1
66,No,Non-Travel,300,Mechanical Systems/Manufacturing Engineering,1,3,Technical Degree,1,638,4,Female,57,4,2,Associate Engineer  ,2,Divorced,9880,118560,3,Yes,No,24,1,4,40,1,3,2,2,3,1,1,1
35,No,Non-Travel,583,Mechanical Systems/Engineering Analysis,4,3,Technical Degree,1,639,3,Male,69,3,3,Program Manager ,2,Married,11960,143520,5,Yes,No,23,3,3,40,0,3,1,4,3,1,1,1
25,No,Non-Travel,1418,Lifecycle Solutions/Supply Chain Solutions,1,3,Technical Degree,1,640,3,Male,52,4,2,Senior Engineer  ,2,Married,9013,108160,4,Yes,No,16,4,2,40,1,3,2,1,3,1,1,1
24,No,Non-Travel,1269,Lifecycle Solutions/Engineering Analytics,4,3,Technical Degree,1,641,1,Male,54,1,2,Engineer  ,2,Single,9360,112320,4,Yes,No,25,1,1,40,0,3,2,4,3,1,1,1
40,No,Non-Travel,379,Lifecycle Solutions/Supply Chain Solutions,5,3,Technical Degree,1,642,2,Female,54,4,2,Engineer  ,1,Married,9360,112320,3,Yes,No,13,2,2,40,1,3,3,2,3,1,1,1
27,No,Non-Travel,395,Lifecycle Solutions/Supply Chain Solutions,9,3,Technical Degree,1,643,2,Male,58,3,2,Senior Engineer ,2,Married,10053,120640,2,Yes,No,14,3,1,40,1,3,3,4,3,1,1,1
33,No,Non-Travel,1265,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,644,3,Male,54,4,2,Associate Engineer  ,1,Married,9360,112320,3,Yes,Yes,25,1,3,40,1,3,1,2,3,1,1,1
25,No,Non-Travel,1222,Lifecycle Solutions/Engineering Process Services,11,3,Technical Degree,1,645,4,Male,59,4,2,Senior Engineer  ,3,Married,10227,122720,4,Yes,Yes,20,1,1,40,1,3,2,1,3,1,1,1
31,No,Non-Travel,341,Mechanical Systems/Design & Development,1,3,Technical Degree,1,646,2,Male,56,2,2,Associate Engineer  ,1,Divorced,9707,116480,4,Yes,Yes,22,1,1,40,3,3,3,1,3,1,1,1
32,No,Non-Travel,868,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,647,1,Female,54,4,2,Engineer  ,3,Married,9360,112320,4,Yes,No,16,3,2,40,1,3,3,1,3,1,1,1
28,No,Non-Travel,672,Lifecycle Solutions/Engineering Process Services,25,3,Technical Degree,1,648,4,Male,54,2,2,Engineer  ,2,Married,9360,112320,2,Yes,No,11,4,3,40,0,3,2,4,3,1,1,1
34,No,Non-Travel,1231,Lifecycle Solutions/Engineering Analytics,21,3,Technical Degree,1,649,3,Male,52,3,2,Associate Engineer  ,4,Married,9013,108160,3,Yes,No,13,2,2,40,1,3,3,4,3,1,1,1
30,No,Non-Travel,102,Mechanical Systems/Design & Development,23,3,Technical Degree,1,650,4,Male,58,4,2,Associate Engineer  ,3,Married,10053,120640,4,Yes,No,20,4,3,40,0,3,0,3,3,1,1,1
25,No,Non-Travel,422,Mechanical Systems/Manufacturing Engineering,1,3,Technical Degree,1,651,4,Female,58,3,2,Associate Engineer ,3,Married,10053,120640,5,Yes,No,24,1,3,40,1,3,2,3,3,1,1,1
29,No,Non-Travel,249,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,652,3,Female,50,4,2,Engineer  ,2,Married,8667,104000,4,Yes,Yes,20,4,4,40,1,3,2,2,3,1,1,1
26,No,Non-Travel,1252,Mechanical Systems/Engineering Analysis,19,3,Technical Degree,1,653,1,Male,51,3,2,Senior Engineer ,2,Married,8840,106080,4,Yes,Yes,17,4,1,40,0,3,2,1,3,1,1,1
27,No,Non-Travel,881,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,654,1,Male,57,4,2,Senior Engineer ,3,Divorced,9880,118560,4,Yes,No,12,2,2,40,1,3,3,4,3,1,1,1
26,No,Non-Travel,1383,Mechanical Systems/Design & Development,2,3,Technical Degree,1,655,4,Male,57,4,2,Senior Engineer ,3,Married,9880,118560,5,Yes,No,16,2,2,40,2,3,2,3,3,1,1,1
31,No,Non-Travel,1075,Mechanical Systems/Design & Development,3,3,Technical Degree,1,656,4,Male,53,4,2,Engineer ,2,Divorced,9187,110240,3,Yes,Yes,21,4,3,40,1,3,4,4,3,1,1,1
28,No,Non-Travel,374,Human Resources,25,4,Human Resources,1,657,1,Male,43,1,1,Senior Officer ,4,Married,7453,89440,2,Yes,Yes,20,3,4,40,0,3,2,4,3,1,1,1
28,No,Non-Travel,1086,Engineering Software,7,3,Technical Degree,1,658,1,Male,55,2,2,Senior Engineer ,1,Divorced,9533,114400,2,Yes,No,17,2,4,40,3,1,5,3,1,0,0,0
25,No,Non-Travel,661,Lifecycle Solutions/Engineering Process Services,9,3,Technical Degree,1,659,2,Female,53,3,2,Senior Engineer  ,1,Married,9187,110240,4,Yes,Yes,22,4,1,40,0,3,0,2,3,1,1,1
27,No,Non-Travel,821,Mechanical Systems/Engineering Analysis,5,3,Technical Degree,1,660,1,Male,52,2,2,Senior Engineer ,2,Married,9013,108160,2,Yes,No,23,3,1,40,0,3,3,1,3,1,1,1
31,No,Non-Travel,781,Mechanical Systems/Manufacturing Engineering,2,3,Technical Degree,1,661,4,Male,59,2,2,Associate Engineer ,4,Divorced,10227,122720,3,Yes,Yes,16,4,1,40,1,3,3,2,3,1,1,1
28,No,Non-Travel,177,Mechanical Systems/After Market Services,8,3,Technical Degree,1,662,1,Female,52,1,2,Senior Engineer ,1,Divorced,9013,108160,3,Yes,No,12,1,1,40,1,3,2,1,3,1,1,1
29,No,Non-Travel,500,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,663,3,Male,56,1,2,Senior Engineer ,2,Married,9707,116480,4,Yes,No,23,4,4,40,0,3,3,1,3,1,1,1
26,No,Non-Travel,1427,Lifecycle Solutions/Engineering Process Services,18,3,Technical Degree,1,664,4,Male,53,2,2,Senior Engineer ,3,Married,9187,110240,4,Yes,No,19,4,3,40,0,3,3,4,3,1,1,1
27,No,Non-Travel,1425,Lifecycle Solutions/Supply Chain Solutions,14,3,Technical Degree,1,665,3,Male,55,4,2,Associate Engineer ,1,Married,9533,114400,2,Yes,Yes,24,2,3,40,1,3,2,2,3,1,1,1
35,No,Non-Travel,1454,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,666,4,Male,51,4,2,Lead Engineer ,2,Married,8840,106080,3,Yes,Yes,11,2,4,40,0,3,3,4,3,1,1,1
29,No,Non-Travel,617,Mechanical Systems/Engineering Analysis,3,3,Technical Degree,1,667,2,Male,51,1,2,Senior Engineer ,4,Married,8840,106080,2,Yes,Yes,11,4,2,40,1,2,3,3,2,1,1,1
39,No,Non-Travel,1085,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,668,2,Male,55,1,2,Engineer  ,2,Divorced,9533,114400,2,Yes,Yes,14,1,4,40,1,2,1,4,2,1,1,1
34,No,Non-Travel,995,Mechanical Systems/Engineering Analysis,9,3,Technical Degree,1,669,3,Male,53,1,2,Lead Engineer ,1,Divorced,9187,110240,2,Yes,No,14,3,1,40,1,2,2,2,2,1,1,1
29,No,Non-Travel,1122,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,670,4,Male,52,4,2,Associate Engineer  ,3,Married,9013,108160,4,Yes,Yes,11,2,4,40,0,2,2,3,2,1,1,1
29,No,Non-Travel,618,Mechanical Systems/After Market Services,4,3,Technical Degree,1,671,2,Male,58,1,2,Associate Engineer ,3,Married,10053,120640,3,Yes,No,24,4,1,40,0,2,2,2,2,1,1,1
43,No,Non-Travel,546,Lifecycle Solutions/Engineering Process Services,10,3,Technical Degree,1,672,2,Female,56,2,2,Associate Engineer ,4,Divorced,9707,116480,2,Yes,No,20,3,1,40,2,2,3,2,2,1,1,1
37,No,Non-Travel,462,Lifecycle Solutions/Engineering Process Services,14,3,Technical Degree,1,673,3,Male,58,3,2,Senior Engineer ,2,Married,10053,120640,5,Yes,No,13,2,2,40,0,2,6,4,2,1,1,1
35,No,Non-Travel,1198,Engineering Software,1,3,Technical Degree,1,674,3,Male,59,4,2,Lead Engineer ,1,Married,10227,122720,3,Yes,Yes,14,2,3,40,0,2,1,2,2,1,1,1
26,No,Non-Travel,1272,Mechanical Systems/Engineering Analysis,5,3,Technical Degree,1,675,3,Male,52,3,2,Senior Engineer ,4,Divorced,9013,108160,5,Yes,Yes,11,2,3,40,1,2,3,2,2,1,1,1
45,No,Non-Travel,154,Lifecycle Solutions/Supply Chain Solutions,7,3,Technical Degree,1,676,2,Female,50,1,2,Senior Engineer  ,1,Married,8667,104000,2,Yes,No,23,3,3,40,0,2,2,2,2,1,1,1
27,No,Non-Travel,1137,Embedded Systems & Electronics,21,3,Technical Degree,1,677,4,Male,50,1,2,Senior Engineer ,1,Married,8667,104000,3,Yes,Yes,15,4,4,40,1,2,2,4,2,1,1,1
27,No,Non-Travel,527,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,678,1,Male,51,1,2,Associate Engineer  ,1,Married,8840,106080,3,Yes,No,15,3,1,40,1,2,3,4,2,1,1,1
31,No,Non-Travel,1469,Lifecycle Solutions/Engineering Process Services,20,3,Technical Degree,1,679,4,Male,65,3,3,Program Manager ,2,Married,11267,135200,5,Yes,No,14,2,2,40,2,2,2,4,2,1,1,1
26,No,Non-Travel,1188,Mechanical Systems/Testing Services,20,3,Technical Degree,1,680,4,Male,56,3,2,Associate Engineer ,4,Married,9707,116480,2,Yes,No,23,3,2,40,1,2,2,4,2,1,1,1
27,No,Non-Travel,188,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,681,2,Male,60,4,2,Engineer ,3,Married,10400,124800,2,Yes,No,21,4,1,40,0,2,6,4,2,1,1,1
58,No,Non-Travel,1333,Lifecycle Solutions/Supply Chain Solutions,1,3,Technical Degree,1,682,4,Male,53,4,2,Engineer  ,4,Married,9187,110240,3,Yes,No,23,1,2,40,1,2,3,4,2,1,1,1
29,No,Non-Travel,1184,Lifecycle Solutions/Supply Chain Solutions,1,3,Technical Degree,1,683,3,Male,54,1,2,Senior Engineer  ,1,Married,9360,112320,2,Yes,No,16,3,4,40,0,2,3,3,2,1,1,1
39,No,Non-Travel,867,Lifecycle Solutions/Engineering Process Services,19,3,Technical Degree,1,684,3,Male,51,2,2,Project Leader ,4,Married,8840,106080,1,Yes,Yes,17,3,1,40,3,7,2,4,7,2,2,2
28,No,Non-Travel,658,Mechanical Systems/Engineering Analysis,10,3,Technical Degree,1,685,1,Female,51,3,2,Senior Engineer ,4,Divorced,8840,106080,2,Yes,No,14,2,4,40,1,2,2,2,2,1,1,1
36,No,Non-Travel,1283,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,686,3,Male,50,4,2,Engineer  ,3,Married,8667,104000,3,Yes,No,19,1,4,40,0,2,2,2,2,1,1,1
29,No,Non-Travel,263,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,687,4,Male,60,2,2,Associate Engineer  ,1,Married,10400,124800,2,Yes,Yes,11,3,2,40,0,2,3,2,2,1,1,1
28,No,Non-Travel,938,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,688,3,Male,54,1,2,Associate Engineer ,2,Married,9360,112320,3,Yes,No,23,2,2,40,0,2,6,2,2,1,1,1
33,No,Non-Travel,419,Lifecycle Solutions/Engineering Process Services,21,3,Technical Degree,1,689,4,Male,50,1,2,Senior Engineer  ,3,Married,8667,104000,3,Yes,Yes,13,3,3,40,0,2,3,1,2,1,1,1
33,No,Non-Travel,129,Mechanical Systems/Engineering Analysis,4,3,Technical Degree,1,690,1,Male,59,2,2,Senior Engineer ,2,Married,10227,122720,3,Yes,No,19,4,4,40,0,2,2,2,2,1,1,1
31,No,Non-Travel,616,Lifecycle Solutions/Engineering Process Services,12,3,Technical Degree,1,691,4,Male,52,1,2,Senior Engineer  ,2,Married,9013,108160,5,Yes,Yes,23,1,4,40,2,2,2,3,2,1,1,1
32,No,Non-Travel,1469,Lifecycle Solutions/Supply Chain Solutions,9,3,Technical Degree,1,692,4,Male,55,3,2,Engineer ,1,Divorced,9533,114400,3,Yes,Yes,13,1,2,40,1,2,2,4,2,1,1,1
